"","playlistlikesum","songtitlesum","songlikesum","singersum","songlyricsum"
"11","1275","비가 내리면","48265","비투비블루","빗소리에 눈을 떠보니 조금 늦은 시간이네요 구름이 해님을 가려서 햇살이 비추지 않았죠 이렇게 어두운 날이면 아무 생각도 없이 다시 누워서 눈을 감고 슬픈 빗소리만 듣고 싶어 비가 내리면 내 맘에 내리면 우리 함께한 마지막 밤이 생각나 비가 다 그치면 눈물이 마르면 생각이 안 날줄 알았어 하지만 여전히 비가 떨어지는 모습이 아름다워 비가 좋다고 바람이 코끝을 스치면 비 냄새가 너무 좋다고 그렇게 말하는 너에게 나도 비가 좋다고 맘에도 없는 얘길 한 건 네가 내 맘에 있어서였어 비가 내리면 내 맘에 내리면 우리 함께한 마지막 밤이 생각나 비가 다 그치면 눈물이 마르면 생각이 안 날줄 알았어 하지만 여전히 난 네가 생각나 만약 혹시라도 그럴 일은 없겠지만 너도 날 가끔 생각한다면 예고 없는 소나기처럼 너도 내 앞에 나타나줘 거짓말처럼 우연처럼 내게로 돌아와 줘 비가 내리면 내 맘에 내리면 우리 함께한 마지막 밤이 생각나 비가 다 그치면 눈물이 마르면 생각이 안 날줄 알았어 하지만 여전히 난 네가 생각나"
"12","1275","터널","26169","세정","끝이 보이질 않아 길고 허전한 길 그 길을 걷는 동안 내가 곁에 있을게 꽉 막힌 하루 끝에서 널 기다릴게 너의 발걸음에 맞춰 그 언젠가 가파른 언덕을 지나 향기로운 바람을 맞이할 거야 때론 거짓말 같은 아픔을 겪곤 하지만 너의 손을 놓지 않을게 유난히도 추웠던 겨울이 지나고 나면 더 예쁜 꽃이 필 거야 흐려지는 상처를 되돌아보며 웃으며 얘길 나누길 터널의 끝에서 나의 서툰 위로가 부담일까 걱정돼 그럴 수만 있다면 내 힘 나눠줄 텐데 낯설고 바쁜 날에도 밥 거르지 마 제일 맛있는 거 먹어 아프지 마 쉬었다 가도 괜찮아 풀지 못할 고민에 잠 못 들잖아 칠흑 같은 어둠이 번져도 걱정하지 마 작은 불빛이 되어줄게 유난히도 추웠던 겨울이 지나고 나면 더 예쁜 꽃이 필 거야 흐려지는 상처를 되돌아보며 웃으며 얘길 나누길 저 포근한 달빛은 깊은 밤이면 더 밝아질 거야 새벽을 지나 아침은 밝아와 언제라도 안아줄게 터널의 끝까지"
"13","1275","별","41740","양요섭","우리가 함께 보고 있는 저 별은 긴 시간 홀로 밝게 빛나 왔을 거라고 말해주던 그 추운 겨울밤이 또 생각나 하늘을 쳐다보네 우리가 함께 보고 있는 별처럼 네 맘에 가장 오래 남아 밝게 빛나는 별이 될게 네게 약속할게 어두운 시간을 함께 견뎌준 너에게 나를 믿어준 그대에게 너무나도 감사해 가끔 어려운 일들이 나를 괴롭히더라도 나 그대의 그 마음속에서 빛나는 별이 될게요 그대를 지켜 줄게요 우리가 함께 보고 있는 별처럼 네 맘에 가장 오래 남아 밝게 빛나는 별이 될게 네게 약속할게 어두운 시간을 함께 견뎌준 너에게 나를 믿어준 그대에게 너무나도 감사해 가끔 어려운 일들이 나를 괴롭히더라도 나 그대의 그 마음속에서 빛나는 별이 될게요 그대를 지켜 줄게요 오늘도 따스함을 머금은 이 별이 빛나는 그 이유는 이 노래를 듣는 바로 너란 걸 항상 지켜 줄게요 그댈 잃지 않도록 가장 빛날 수 있는 그댈 위해 나를 믿어준 그대에게 너무나도 감사해 가끔 어려운 일들이 나를 괴롭히더라도 나 그대의 그 마음속에서 빛나는 별이 될게요 그대를 지켜 줄게요"
"14","1275","텐데 Timeless Sung by 재현 도영 태일","28705","NCT U","꿈일 거야 기억 속 모습 그대로 내 눈앞에 네가 멈춰 있어 이상하지 그 오랜 시간 뒤에도 내 심장은 그날을 반복해 두 눈을 감으면 기억은 어느새 우릴 다시 그곳으로 데려가 오늘은 꼭 말해야 할 텐데 소릴 낼 수가 없어 손을 뻗어 널 잡으려 해도 맘대로 안돼 수없이 연습한 아직 널 사랑해 끝끝내 하질 못해 널 보내면 안 될 텐데 이 현실 같은 꿈에서 깨 악몽 같은 하루를 또 삼켜 But which is real 네가 없는 내 세상에 내게 주어진 건 널 꿈꾸는 것뿐 두 눈을 감으면 기억은 어느새 우릴 다시 그곳으로 데려가 오늘은 꼭 막아야 할 텐데 눈을 피할 수 없어 발을 돌려 도망치려 해도 맘대로 안돼 수없이 되새긴 이제 그만하자 끝끝내 막질 못해 널 보내면 안 될 텐데 이 악몽이 Oh no no no 이 기억이 날 괴롭힌 대도 몇 번이 반복되어도 널 다시 만날 수 있는 이 꿈으로 들어가 오늘만큼은 그냥 나갈 수 없어 시간을 멈춰 기억을 돌려 수없이 꿈꿨던 다시 시작하자 끝끝내 해준다면 이 꿈에서 난 살 텐데 Oh yeah 깨지 않을 텐데"
"15","1275","In Your Light","13340","이창섭","온 세상이 다 찬란했던 눈부신 그 날 내 가슴 끝에 물들여진 사랑 짐작도 못 할 만큼 네가 몰아친다 나를 흔든다 네 맺힌 눈물 하나에도 난 모든 게 무너져 너 아닌 살아갈 이유 하나 내게 줄 수 없다면 떠나지마 너의 그 작은 미소마저도 내 맘 꽃으로 피니까 Please dont go 내 심장 속에 내 두 눈에 별처럼 박힌 긴 어둠 끝에 날 찾아온 운명 투명한 하늘 아래 상냥한 별들은 알고 있을까 넌 결코 내게 아득해질 수 없는 빛인 걸 너 아닌 살아갈 이유 하나 내게 줄 수 없다면 떠나지마 너의 그 작은 미소마저도 내 맘 꽃으로 피니까 너에게 내 전부를 다 걸었다면 믿겠니 Oh 너에게 가는 길이면 죽도록 걸어볼게 세상이 어둠 속에 잠겨도 내 맘 꺼지지 않는 하나의 빛 나 다신 할 수 없을 것 같아 널 사랑하지 않는 일 Stay with me"
"16","1275","어린왕자 The Little Prince","54040","려욱 RYEOWOOK","너의 말투 또 너의 표정 알 수 없잖아 세상에서 가장 어려운 일 네 맘을 얻는 일 네가 날 기르고 길들이면 우린 서로 떨어질 수 없을까 둘도 없는 친구가 될 수 있었을까 바람 같은 맘을 내게 머물게 하는 건 어렵다는 걸 나도 알면서 말하지 않고 널 기다려 어린 왕자가 내게 말했어 사람이 사람의 맘을 얻는 일이라는 게 가장 어렵다고 그렇다며 내게 다가와 어린 왕자가 내게 말했어 지금은 슬프겠지만 우린 서로 떨어질 수 없게 된다고 나와 함께 웃고 싶을 거라고 요즘 네 얼굴 환한 웃음이 보이지가 않아 예전엔 작은 것 하나하나에 미소 그렸잖아 까만 하늘 위 펼쳐진 저 별들 세보며 어렵다는 걸 나도 알면서 말하지 않고 널 기다려 어린 왕자가 내게 말했어 사람이 사람의 맘을 얻는 일이라는 게 가장 어렵다고 그렇다며 내게 다가와 어린 왕자가 내게 말했어 지금은 슬프겠지만 우린 서로 떨어질 수 없게 된다고 나와 함께 웃고 싶을 거라고 넌 나에게 이 세상에서 단 하나뿐인 사람 되고 난 너에게 둘도 없는 친구가 될 테니까 장미꽃이 그토록 소중한 이유는 피우려 애쓴 간절함 때문이야 어린 왕자가 내게 말했어 사람이 사람의 맘을 얻는 일이라는 게 가장 어렵다고 그렇다며 내게 다가와 어린 왕자가 내게 말했어 지금은 슬프겠지만 우린 서로 떨어질 수 없게 된다고 나와 함께 웃고 싶을 거라고 너에게 길들여져 누구도 볼 수가 없어 그렇게 오늘도 나 널 그리며 눈물이 흘러"
"17","1275","따끔","22273","마마무 Mamamoo","너 하나쯤 없다고 괜찮을 줄 알았어 맨날 끼던 반지를 잃어버린 느낌처럼 다른 사람을 만나다 이상하게 너를 불렀어 정말 모두 잊은 줄 알았는데 YOU woo woo woo 도대체 네가 뭐라고 아직까지도 너만 가득하잖아 가끔 눈이 따끔거릴 때 바람이 분 것 뿐인데 네가 부는 것 같아 눈물이 나 이렇게 맘이 따끔거릴 때 그때야 알게 됐어 아직도 좋은 너란 걸 woo 늘 따스한 손으로 나의 왼편에 서서 나와 발을 맞춰준 게 익숙했나 봐 가끔 혼자 걸을 때 네가 없는 그림자가 어색해 YOU woo woo woo 너는 다 잊고 살 텐데 그게 안 돼 난 정말 쉽지가 않아 가끔 눈이 따끔거릴 때 바람이 분 것 뿐인데 네가 부는 것 같아 눈물이 나 이렇게 맘이 따끔거릴 때 그때야 알게 됐어 내 전부는 아직 좋은 너란 걸 잘 한 거라고 지금까지 잘 참았다고 그렇게 말했었는데 이러다가 정말 아플 때 그러면 어떡해야 해 네 생각에 따끔거려도 이젠 잘 참아 볼게 모두 너니까"
"18","1275","고백 영화 늑대의 유혹 주제곡","26390","육성재 비투비","처음부터 느꼈죠 나는 그대에게 빠져버렸죠 사랑을 하게 된 거죠 그대를 볼 때 마다 내 마음 숨기기 어려웠어요 항상 표현하고 싶었는데 내겐 욕심인가요 그댈 사랑하는 게 그렇게도 힘든 건가요 언제나 그댈 난 원하고 있죠 혹시라도 우린 사랑할 수 없나요 힘들겠지만 난 그댈 위해 참아야만 하겠죠 난 그대만을 사랑해요 이젠 볼 수 없겠죠 내가 떠나가야 할 이 시간이 다가왔어요 언제나 그댈 난 원하고 있죠 혹시라도 우린 사랑할 수 없나요 힘들겠지만 난 그댈 위해 참아야만 하겠죠 난 그대만을 사랑해요 잠시 동안이라도 함께 하고 싶은데 언제나 그댈 난 원하고 있죠 혹시라도 우린 사랑할 수 없나요 힘들겠지만 난 그댈 위해 참아야만 하겠죠 난 그대 만을 사랑해요"
"19","1275","어제처럼 굿나잇","30548","러블리즈","내일부터 못 보면 너는 아무렇지 않을 거니 안녕이란 말로만 참 쉬운 것 매일 너의 목소린 내게 습관보다 무서운데 너 혼자서 준비하고 그런 얘기 하지마 화를 내면 정말로 끝일 것 같아서 애써 나는 웃지만 눈물이 나 어제처럼 굿나잇 아무 일도 없던 것처럼 이별대신 굿나잇 내일 니 맘 바뀔지 몰라 하룻밤만 안녕 내일은 다 괜찮을 거야 다신 안 볼 사람들 하는 그 안녕이 아닌 걸지도 몰라 지금 내가 울면 다 끝날 것 같아서 다른 생각 해봐도 눈물이 흘러 어제처럼 굿나잇 아무 일도 없던 것처럼 이별대신 굿나잇 내일 니 맘 바뀔지 몰라 하룻밤만 안녕 내일은 다 괜찮을 거야 다신 안 볼 사람들 하는 그 안녕이 아닌 걸지도 몰라 헤어지잔 말은 함부로 자꾸 꺼내면 안 되는 거야 전부 니가 했던 말 이제서야 겨우 난 너를 알 것 같은데 사랑인 것 같은데 미안하단 그 말 듣지 않은 얘기로 할래 하룻밤만 안녕 내일은 다 괜찮을 거야 다신 안 볼 사람들 하는 그 안녕이 아닌 걸지도 몰라 하지 말아 굿바이 그런 슬픈 낯선 얼굴로 나를 안아 봐봐 그럼 니 맘 바뀔지 몰라 니가 좋아했던 표정을 나 지어볼래도 자꾸 못난 얼굴로 눈물이 흘러서 너를 볼 수 없잖아"
"20","1275","외침","52197","디오 DO","고단한 하루가 길고 길었던 날 한숨 가득 지친 맘을 다잡아 오늘도 내일도 또 다시 일어나 하룰 살아 가겠죠 막연한 기대도 메마른 웃음도 차츰 변해 시간이 지나가도 서러운 마음은 돋아난 상처는 사라지지 않아요 서글픈 우리 외침이 들리나요 한없이 참고 또 견뎠죠 먼 길을 걷다 어둠이 찾아와도 두 손을 잡고서 늘 함께였는데 불꺼진 창문 틈 사이 한줄기 빛 언젠가는 환히 비춰주기를 바라고 바라면 꼭 이뤄질거라 믿고 기다렸는데 서글픈 우리 외침이 들리나요 한없이 참고 또 견뎠죠 먼 길을 걷다 어둠이 찾아와도 두 손을 잡고서 늘 함께였는데 왜 아무런 대답이 없나요 왜 아무런 말 없이 숨겨왔나요 고단한 하루가 길고 길었던 날 한숨 가득 지친 맘을 다잡아 오늘도 내일도 또 다시 일어나 하룰 살아 가겠죠"
"21","1275","하루의 끝 End of a day","125398","종현 JONGHYUN","손을 뻗어줘 내 목을 감싸줘 좀 더 아래 내 어깰 주물러 줘 지쳐버린 하루 끝 이미 해가 떴어도 난 이제야 눈을 감으니 남들보다 늦게 문을 닫는 나의 하루에 장난스럽게 귓볼을 간지럽히며 하루 종일 다른 세상에 있었어도 우린 항상 하루 끝은 함께 하니까 너의 그 작은 어깨가 너의 그 작은 두 손이 지친 내 하루 끝 포근한 이불이 되고 수고했어요 정말 고생했어요 네게도 내 어깨가 뭉툭한 나의 두 손이 지친 너의 하루 끝 포근한 위로가 되기를 자연스레 너와 숨을 맞추고파 빈틈없이 널 감싸 안는 욕조 속 물처럼 따뜻하게 또 하나도 빈틈없게 서툰 실수가 가득했던 창피한 내 하루 끝엔 너란 자랑거리 날 기다리니 너의 그 작은 어깨가 너의 그 작은 두 손이 지친 내 하루 끝 포근한 이불이 되고 수고했어요 정말 고생했어요 네게도 내 어깨가 뭉툭한 나의 두 손이 지친 너의 하루 끝 포근한 위로가 되기를 자연스레 너와 숨을 맞추고파 맘껏 울 수도 또 맘껏 웃을 수도 없는 지친 하루의 끝 그래도 그대 옆이면 어린아이처럼 칭얼대다 숨 넘어가듯 웃다 나도 어색해진 나를 만나죠 수고했어요 정말 고생했어요 그댄 나의 자랑이죠"
"22","1275","그때 내가 지금의 나라면","12325","김재환","오늘 하루만 바람이 되어 너의 곁에서 머물고 싶어 슬퍼 울고 있는 너 두 볼에 닿아 눈물자국 지울 텐데 허락한다면 그리움 되어 너의 마음에 빛나고 싶어 깊은 밤엔 별처럼 낮엔 해처럼 영원히 기억되고 싶어 그때 내가 지금의 나라면 널 혼자 두고 후회하진 않았을 텐데 조금 더 간절한 맘으로 너 멀어지지 못하게 붙잡았을 텐데 그때 네가 바라던 나라면 그 상처까지 안아줄 수 있는 나라면 한 번 더 돌아봐 주겠니 멈춘 시간을 되돌려 사랑할 수 있니 아름다웠던 순간을 모아 지칠 때마다 꺼내어 보네 제일 예쁜 추억이 가장 아프단 걸 깨달아 바보처럼 난 그때 내가 지금의 나라면 널 혼자 두고 후회하진 않았을 텐데 조금 더 간절한 맘으로 너 멀어지지 못하게 붙잡았을 텐데 그때 네가 바라던 나라면 그 상처까지 안아줄 수 있는 나라면 한 번 더 돌아봐 주겠니 멈춘 시간을 되돌려 사랑할 수 있니 우리 조금 더 간절한 맘으로 너 멀어지지 못하게 매달렸을 텐데 그렇게 바라던 나라고 먼 곳에서 더 사랑하고 있는 나라고 너에게 난 말하고 싶어 멈춘 시간을 되돌려 사랑할 수 있게 우리"
"23","1275","눈물이 주룩주룩","13725","솔라 마마무","오래된 앨범을 넘기면서 고맙다는 말이 먼저 나와요 언제나 내 안에 살고 있어서 날 걱정 해주는 그대니까요 좋았었던 날도 가끔 힘든 날도 기대고 싶은 그 얼굴 아름다운 추억이 빛바래도 그대 모습 떠오르면 참았던 눈물이 또 주룩주룩 매일 밤 첫 번째 별을 보면서 그대가 잘 지내길 기도를 해요 버릇이 돼버린 하늘 보기 그렇게 난 매일을 그댈 찾아요 슬플 때도 기쁠 때도 생각나요 날 보며 웃는 얼굴이 그대가 있는 곳에서 내 모습이 보인다면 어딘가에서 꼭 만날 수 있을 거라 믿고 있어요 좋았었던 날도 가끔 힘든 날도 기대고 싶은 그 얼굴 아름다운 추억이 빛바래면 보고 싶어서 그리워져서 참았던 눈물이 또 주룩주룩 만나고 싶어 만나고 싶어 참았던 눈물이 또 주룩주룩"
